week,state,total_sequences,alpha_pct,beta_pct,gamma_pct,delta_pct,omicron_pct,other_pct
2021-12-13,Colorado,8955,1.1166945840312674e-4,0,0,0.4463428252372976,0.553322166387493,2.233389168062594e-4
2021-12-27,Colorado,11829,0,0,0,0.04759489390481021,0.9522360300955279,1.690759996618718e-4
2022-01-10,Colorado,14211,0,0,0,0.007951586798958554,0.9920484132010414,0
2022-01-24,Colorado,11840,0,0,0,0.0014358108108108109,0.9985641891891892,0
2022-02-07,Colorado,6865,0,0,0,8.739985433357611e-4,0.9991260014566642,0
2022-02-21,Colorado,2515,0,0,0,0.0011928429423459245,0.9984095427435388,3.9761431411533543e-4
2022-03-07,Colorado,677,0,0,0,0,1,0
2020-04-27,Texas,243,0,0,0,0,0,1
2020-05-11,Texas,478,0,0,0,0,0,1
2020-05-25,Texas,601,0,0,0,0,0,1
2020-06-08,Texas,2454,0,0,0,0,0,1
2020-06-22,Texas,4528,0,0,0,0,0,1
2020-07-06,Texas,4112,0,0,0,0,0,1
2020-07-20,Texas,2505,0,0,0,0,0,1
2020-08-03,Texas,1008,0,0,0,0,0,1
2020-08-17,Texas,538,0,0,0,0,0,1
2020-08-31,Texas,431,0,0,0,0,0,1
2020-09-14,Texas,353,0,0,0,0,0,1
2020-09-28,Texas,529,0,0,0,0,0,1
2020-10-12,Texas,537,0,0,0,0,0,1
2020-10-26,Texas,642,0,0,0,0,0,1
2020-11-09,Texas,1260,0,0,0,0,0,1
2020-11-23,Texas,1352,0,0,0,0,0,1
2020-12-07,Texas,2257,4.4306601683650863e-4,0,0,0,0,0.9995569339831635
2020-12-21,Texas,4754,0.0012620950778291964,4.2069835927639884e-4,0,0,0,0.9983172065628945
2021-01-11,Texas,3023,0.02150181938471717,0,0.0013231888852133643,0,0,0.9771749917300695
2021-01-25,Texas,2051,0.1296928327645051,4.8756704046806434e-4,4.8756704046806434e-4,0,0,0.8693320331545589
2021-02-08,Texas,2283,0.12264564169951818,0,4.380201489268506e-4,0,0,0.876916338151555
2021-02-22,Texas,3625,0.3062068965517241,0.001103448275862069,8.275862068965517e-4,0,0,0.6918620689655172
2021-03-08,Texas,2644,0.5714826021180031,0.0011346444780635401,0.00340393343419062,0,0,0.4239788199697428
2021-03-22,Texas,2266,0.6813768755516328,0.001323918799646955,0.01588702559576346,8.8261253309797e-4,0,0.3005295675198588
2021-04-05,Texas,3106,0.7308435286542176,0.0025756600128783,0.049581455247907275,0.004185447520927237,0,0.21281390856406954
2021-04-19,Texas,2966,0.7697235333782873,0.0026972353337828725,0.049898853674983146,0.016183412002697236,0,0.16149696561024948
2021-05-03,Texas,2557,0.7590926867422761,0.002737583105201408,0.07274149393820883,0.028549080954243255,0,0.13687915526007036
2021-05-17,Texas,1424,0.6818820224719101,0.0014044943820224719,0.07865168539325842,0.06530898876404495,0,0.17275280898876408
2021-05-31,Texas,1301,0.541890853189854,0,0.08762490392006149,0.2121445042275173,0,0.15833973866256723
2021-06-14,Texas,1824,0.35471491228070173,0.0010964912280701754,0.05921052631578947,0.44901315789473684,0,0.13596491228070176
2021-06-28,Texas,2995,0.11585976627712855,3.33889816360601e-4,0.0333889816360601,0.7652754590984975,0,0.08514190317195322
2021-07-12,Texas,5180,0.02702702702702703,1.9305019305019305e-4,0.01776061776061776,0.9198841698841699,0,0.035135135135135234
2021-07-26,Texas,10868,0.008281192491718808,0,0.006348914243651086,0.9728560912771439,0,0.012513801987486247
2021-08-09,Texas,9653,0.002175489485134155,1.0359473738734072e-4,0.0020718947477468145,0.9870506578265824,0,0.008598363203149342
2021-08-23,Texas,10484,3.8153376573826786e-4,0,8.584509729111027e-4,0.9932277756581458,0,0.005532239603204862
2021-09-06,Texas,9756,4.100041000410004e-4,0,3.075030750307503e-4,0.9957974579745797,0,0.0034850348503485075
2021-09-20,Texas,5567,0,0,0,0.994431471169391,0,0.0055685288306089875
2021-10-04,Texas,4234,0,0,4.723665564478035e-4,0.9964572508266415,0,0.003070382616910702
2021-10-18,Texas,3628,0,0,0,0.9928335170893055,0,0.007166482910694549
2021-11-01,Texas,3255,3.0721966205837174e-4,0,0,0.9898617511520738,0,0.009831029185867868
2021-11-15,Texas,2807,0,0,0,0.991449946562166,7.125044531528322e-4,0.007837548984681161
2021-11-29,Texas,2324,0,0,0,0.8158347676419966,0.18416523235800344,-2.7755575615628914e-17
2021-12-13,Texas,10487,0,0,0,0.11728807094497949,0.8816630113473825,0.0010489177076380418
2021-12-27,Texas,14950,0,0,0,0.021270903010033444,0.9774581939799332,0.0012709030100334084
2022-01-10,Texas,12010,0,0,0,0.003746877601998335,0.9961698584512906,8.326394671109849e-5
2022-01-24,Texas,8013,0,0,0,0.001497566454511419,0.9985024335454886,0
2022-02-07,Texas,4608,0,0,0,4.3402777777777775e-4,0.9993489583333334,2.1701388888883955e-4
2022-02-21,Texas,2194,0,0,0,0,0.9986326344576116,0.0013673655423883657
2022-03-07,Texas,338,0,0,0,0,0.9940828402366864,0.00591715976331364
2020-04-27,Massachusetts,344,0,0,0,0,0,1
2020-05-11,Massachusetts,105,0,0,0,0,0,1
2020-05-25,Massachusetts,42,0,0,0,0,0,1
2020-06-08,Massachusetts,3,0,0,0,0,0,1
2020-06-22,Massachusetts,6,0,0,0,0,0,1
2020-07-06,Massachusetts,21,0,0,0,0,0,1
2020-07-20,Massachusetts,21,0,0,0,0,0,1
2020-08-03,Massachusetts,21,0,0,0,0,0,1
2020-08-17,Massachusetts,27,0,0,0,0,0,1
2020-08-31,Massachusetts,36,0,0,0,0,0,1
2020-09-14,Massachusetts,133,0,0,0,0,0,1
2020-09-28,Massachusetts,55,0,0,0,0,0,1
2020-10-12,Massachusetts,77,0,0,0,0,0,1
2020-10-26,Massachusetts,109,0,0,0,0,0,1
2020-11-09,Massachusetts,132,0,0,0,0,0,1
2020-11-23,Massachusetts,176,0,0,0,0,0,1
2020-12-07,Massachusetts,187,0,0,0,0,0,1
2020-12-21,Massachusetts,1116,0.0035842293906810036,0,0,0,0,0.996415770609319
2021-01-11,Massachusetts,455,0.035164835164835165,0,0,0.002197802197802198,0,0.9626373626373627
2021-01-25,Massachusetts,582,0.09450171821305842,0.005154639175257732,0,0,0,0.9003436426116839
2021-02-08,Massachusetts,1000,0.124,0.003,0,0,0,0.873
2021-02-22,Massachusetts,1156,0.26038062283737023,0.0017301038062283738,0.00865051903114187,0,0,0.7292387543252595
2021-03-08,Massachusetts,1733,0.42008078476630123,5.770340450086555e-4,0.050778995960761686,0,0,0.5285631852279284
2021-03-22,Massachusetts,2247,0.5198041833555852,0.0022251891410769915,0.07165109034267912,8.900756564307966e-4,0,0.4054294615042279
2021-04-05,Massachusetts,3103,0.5275539800193362,0.0016113438607798904,0.11214953271028037,0.0045117628101836935,0,0.3541733805994199
2021-04-19,Massachusetts,3671,0.5404521928629801,0,0.16752928357395805,0.012258240261509125,0,0.2797602833015528
2021-05-03,Massachusetts,2514,0.5361972951471758,0.0011933174224343676,0.19331742243436753,0.026252983293556086,0,0.24303898170246616
2021-05-17,Massachusetts,1146,0.5270506108202443,0.006980802792321117,0.1893542757417103,0.07766143106457242,0,0.1989528795811519
2021-05-31,Massachusetts,305,0.4131147540983607,0,0.18688524590163935,0.12786885245901639,0,0.27213114754098366
2021-06-14,Massachusetts,162,0.19753086419753085,0,0.1419753086419753,0.3950617283950617,0,0.26543209876543217
2021-06-28,Massachusetts,362,0.049723756906077346,0.0027624309392265192,0.06077348066298342,0.7900552486187845,0,0.09668508287292817
2021-07-12,Massachusetts,1840,0.004891304347826087,0,0.0125,0.966304347826087,0,0.016304347826086873
2021-07-26,Massachusetts,3623,0.0022081148219707425,0,0.010488545404361027,0.9723985647253657,0,0.014904775048302598
2021-08-09,Massachusetts,4869,4.1076196344218524e-4,0,0.0012322858903265558,0.9903470938591087,0,0.008009858287122619
2021-08-23,Massachusetts,6400,0,0,0.00109375,0.9959375,0,0.002968749999999969
2021-09-06,Massachusetts,7033,0,0,2.8437366699843596e-4,0.9985781316650079,0,0.001137494667993702
2021-09-20,Massachusetts,6116,0,0,0,0.9983649444081099,0,0.0016350555918901444
2021-10-04,Massachusetts,5909,0,0,0,0.998646133017431,0,0.0013538669825690075
2021-10-18,Massachusetts,5207,0,0,0,0.9975033608603803,0,0.0024966391396197274
2021-11-01,Massachusetts,7149,0,0,0,0.9976220450412645,0,0.0023779549587354953
2021-11-15,Massachusetts,7735,0,0,0,0.9970265029088559,1.292824822236587e-4,0.0028442146089204807
2021-11-29,Massachusetts,13964,0,0,0,0.989401317674019,0.010169006015468347,4.2967631051269925e-4
2021-12-13,Massachusetts,7882,0,0,0,0.5323521948743973,0.4665059629535651,0.001141842172037555
2021-12-27,Massachusetts,14869,0,0,0,0.05730042370031609,0.9424978142444012,2.0176205528277258e-4
2022-01-10,Massachusetts,10665,0,0,0,0.009751523675574308,0.9900609470229723,1.8752930145338187e-4
2022-01-24,Massachusetts,8418,0,0,0,0.0024946543121881683,0.9970301734378713,4.751722499405364e-4
2022-02-07,Massachusetts,6064,0,0,0,6.596306068601583e-4,0.9990105540897097,3.2981530343012544e-4
2022-02-21,Massachusetts,3269,0,0,0,6.11807892321811e-4,0.9993881921076782,0
2022-03-07,Massachusetts,1683,0,0,0,0.0011883541295306002,0.9988116458704694,0
2020-04-27,New York,225,0,0,0,0,0,1
2020-05-11,New York,116,0,0,0,0,0,1
2020-05-25,New York,37,0,0,0,0,0,1
2020-06-08,New York,30,0,0,0,0,0,1
2020-06-22,New York,73,0,0,0,0,0,1
2020-07-06,New York,66,0,0,0,0,0,1
2020-07-20,New York,38,0,0,0,0,0,1
2020-08-03,New York,96,0,0,0,0,0,1
2020-08-17,New York,176,0,0,0,0,0,1
2020-08-31,New York,250,0,0,0,0,0,1
2020-09-14,New York,181,0,0,0,0,0,1
2020-09-28,New York,364,0,0,0,0,0,1
2020-10-12,New York,498,0,0,0,0,0,1
2020-10-26,New York,409,0,0,0,0,0,1
2020-11-09,New York,711,0,0,0,0,0,1
2020-11-23,New York,546,0,0,0,0,0,1
2020-12-07,New York,1361,0,0,0,0,0,1
2020-12-21,New York,4452,0.00876010781671159,0,0,0,0,0.9912398921832885
2021-01-11,New York,2845,0.015817223198594025,3.51493848857645e-4,0,0,0,0.9838312829525483
2021-01-25,New York,3473,0.05038871292830406,8.638065073423554e-4,0,0,0,0.9487474805643537
2021-02-08,New York,3526,0.09132161089052751,0.0011344299489506524,0,0,0,0.9075439591605219
2021-02-22,New York,3878,0.1704486848891181,2.5786487880350697e-4,0,0,0,0.8292934502320783
2021-03-08,New York,4899,0.21371708511941212,0.001837109614206981,0.0026536027760767503,6.12369871402327e-4,0,0.7811798326189018
2021-03-22,New York,6140,0.36498371335504887,0.005863192182410423,0.01254071661237785,4.88599348534202e-4,0,0.6161237785016287
2021-04-05,New York,6161,0.4252556403181302,0.006167829897743873,0.028242168479142998,9.738678785911378e-4,0,0.5393604934263918
2021-04-19,New York,3343,0.494765180975172,0.005683517798384685,0.047861202512713134,0.009871373018247084,0,0.44181872569548303
2021-05-03,New York,2046,0.5386119257086999,0.01466275659824047,0.06109481915933529,0.02932551319648094,0,0.3563049853372435
2021-05-17,New York,1388,0.5525936599423631,0.01440922190201729,0.08717579250720461,0.0468299711815562,0,0.29899135446685887
2021-05-31,New York,619,0.4184168012924071,0.004846526655896607,0.10662358642972536,0.1890145395799677,0,0.28109854604200324
2021-06-14,New York,458,0.21397379912663755,0,0.09170305676855896,0.4672489082969432,0,0.22707423580786035
2021-06-28,New York,848,0.06839622641509434,0,0.04834905660377359,0.7547169811320755,0,0.12853773584905653
2021-07-12,New York,2144,0.01632462686567164,0,0.011194029850746268,0.9239738805970149,0,0.04850746268656723
2021-07-26,New York,4588,0.004359197907585004,0,0.0052310374891020054,0.9788578901482128,0,0.011551874455100222
2021-08-09,New York,5414,9.235315847801995e-4,0,0.003140007388252678,0.9898411525674178,0,0.0060953084595493385
2021-08-23,New York,5197,3.8483740619588223e-4,0,9.620935154897056e-4,0.9942274389070618,0,0.004425630171252635
2021-09-06,New York,5263,3.800114003420103e-4,0,0,0.9975299258977769,0,0.002090062701881057
2021-09-20,New York,4807,0,0,6.240898689411275e-4,0.9968795506552943,0,0.0024963594757645507
2021-10-04,New York,4224,0,0,0,0.9988162878787878,0,0.0011837121212121549
2021-10-18,New York,4183,0,0,4.781257470714798e-4,0.9985656227587856,0,9.562514941429442e-4
2021-11-01,New York,5026,0,0,0,0.9962196577795464,0,0.0037803422204536474
2021-11-15,New York,5013,0,0,0,0.9932176341512069,0.002194294833433074,0.00458807101536003
2021-11-29,New York,8570,0,0,0,0.8724620770128355,0.12403733955659277,0.0035005834305717187
2021-12-13,New York,10153,0,0,0,0.269280015758889,0.7303260120161529,3.939722249580724e-4
2021-12-27,New York,11459,0,0,0,0.038485033598045205,0.9608168252028972,6.981411990575337e-4
2022-01-10,New York,11609,0,0,0,0.011370488414161427,0.9885433715220949,8.614006374363381e-5
2022-01-24,New York,5980,0,0,0,0.0033444816053511705,0.9966555183946488,0
2022-02-07,New York,3652,0,0,0,0.001095290251916758,0.9989047097480832,0
2022-02-21,New York,2145,0,0,0,9.324009324009324e-4,0.9990675990675991,0
2022-03-07,New York,1368,0,0,0,0,0.9970760233918129,0.0029239766081871066
2020-04-27,Florida,99,0,0,0,0,0,1
2020-05-11,Florida,95,0,0,0,0,0,1
2020-05-25,Florida,72,0,0,0,0,0,1
2020-06-08,Florida,105,0,0,0,0,0,1
2020-06-22,Florida,231,0,0,0,0,0,1
2020-07-06,Florida,257,0,0,0,0,0,1
2020-07-20,Florida,248,0,0,0,0,0,1
2020-08-03,Florida,130,0,0,0,0,0,1
2020-08-17,Florida,142,0,0,0,0,0,1
2020-08-31,Florida,113,0,0,0,0,0,1
2020-09-14,Florida,121,0,0,0,0,0,1
2020-09-28,Florida,135,0,0,0,0,0,1
2020-10-12,Florida,87,0,0,0,0,0,1
2020-10-26,Florida,57,0,0,0,0,0,1
2020-11-09,Florida,179,0,0,0,0,0,1
2020-11-23,Florida,174,0,0,0,0,0,1
2020-12-07,Florida,103,0.009708737864077669,0,0,0,0,0.9902912621359223
2020-12-21,Florida,618,0.1262135922330097,0,0,0,0,0.8737864077669903
2021-01-11,Florida,701,0.18687589158345222,0,0,0,0,0.8131241084165478
2021-01-25,Florida,1270,0.18818897637795276,7.874015748031496e-4,0,0,0,0.8110236220472441
2021-02-08,Florida,2438,0.2391304347826087,4.1017227235438887e-4,0.004101722723543888,0,0,0.756357670221493
2021-02-22,Florida,2375,0.43115789473684213,0.0012631578947368421,0.011789473684210527,0,0,0.5557894736842104
2021-03-08,Florida,4183,0.6021993784365288,0.002629691608893139,0.025579727468324168,0,0,0.3695912024862539
2021-03-22,Florida,4866,0.6329634196465269,0.0026715988491574187,0.048910809699958896,4.110152075626798e-4,0,0.31504315659679405
2021-04-05,Florida,6334,0.6818755920429429,0.003315440479949479,0.080991474581623,7.893905904641617e-4,0,0.23302810230502047
2021-04-19,Florida,5467,0.693799158587891,0.004024144869215292,0.10663983903420524,0.006767880007316627,0,0.1887689775013718
2021-05-03,Florida,3646,0.675809105869446,0.0032912781130005485,0.12945693911135492,0.012890839275918815,0,0.1785518376302797
2021-05-17,Florida,1429,0.6200139958012596,0.0013995801259622112,0.15255423372988103,0.026592022393282014,0,0.19944016794961517
2021-05-31,Florida,1376,0.4738372093023256,0.002180232558139535,0.19912790697674418,0.11409883720930232,0,0.2107558139534885
2021-06-14,Florida,2389,0.3181247383842612,0,0.1544579321892005,0.35621598995395565,0,0.1712013394725827
2021-06-28,Florida,3922,0.1198368179500255,2.5497195308516065e-4,0.06144824069352371,0.7447730749617542,0,0.07368689444161138
2021-07-12,Florida,9546,0.032160067043787974,2.0951183741881415e-4,0.021055939660590824,0.9122145401215168,0,0.03435994133668563
2021-07-26,Florida,15488,0.010201446280991736,0,0.00884555785123967,0.9639721074380165,0,0.016980888429752063
2021-08-09,Florida,6344,0.005517023959646911,0,0.0012610340479192938,0.9859709962168979,0,0.007250945775535902
2021-08-23,Florida,7665,0.0011741682974559687,1.304631441617743e-4,0.0014350945857795174,0.9906066536203523,0,0.0066536203522504665
2021-09-06,Florida,6180,1.6181229773462783e-4,0,6.472491909385113e-4,0.9941747572815534,0,0.005016181229773534
2021-09-20,Florida,4197,0,0,0.0011913271384322134,0.9947581605908983,0,0.004050512270669509
2021-10-04,Florida,3035,6.589785831960461e-4,0,3.2948929159802305e-4,0.9907742998352553,0,0.008237232289950564
2021-10-18,Florida,1995,0,0,0.0010025062656641604,0.9884711779448622,0,0.010526315789473672
2021-11-01,Florida,1706,0,0,0,0.9929660023446659,0,0.007033997655334079
2021-11-15,Florida,1391,0,0,0,0.99137311286844,7.189072609633358e-4,0.007907979870596677
2021-11-29,Florida,1705,0,0,0,0.8240469208211144,0.175366568914956,5.865102639295849e-4
2021-12-13,Florida,4726,0,0,0,0.11997460854845535,0.8789674143038511,0.0010579771476936228
2021-12-27,Florida,5665,0,0,0,0.015180935569285084,0.9835834068843777,0.0012356575463371433
2022-01-10,Florida,3998,0,0,0,0.004752376188094047,0.9952476238119059,0
2022-01-24,Florida,3610,0,0,0,8.310249307479224e-4,0.9991689750692521,0
2022-02-07,Florida,4316,0,0,0,9.267840593141798e-4,0.9990732159406858,0
2022-02-21,Florida,2579,0,0,0,0,0.9972857696781698,0.0027142303218301578
2022-03-07,Florida,682,0,0,0,0,1,0
2020-04-27,Minnesota,150,0,0,0,0,0,1
2020-05-11,Minnesota,110,0,0,0,0,0,1
2020-05-25,Minnesota,70,0,0,0,0,0,1
2020-06-08,Minnesota,25,0,0,0,0,0,1
2020-06-22,Minnesota,34,0,0,0,0,0,1
2020-07-06,Minnesota,35,0,0,0,0,0,1
2020-07-20,Minnesota,9,0,0,0,0,0,1
2020-08-03,Minnesota,45,0,0,0,0,0,1
2020-08-17,Minnesota,50,0,0,0,0,0,1
2020-08-31,Minnesota,11,0,0,0,0,0,1
2020-09-14,Minnesota,72,0,0,0,0,0,1
2020-09-28,Minnesota,43,0,0,0,0,0,1
2020-10-12,Minnesota,93,0,0,0,0,0,1
2020-10-26,Minnesota,179,0.00558659217877095,0,0,0,0,0.994413407821229
2020-11-09,Minnesota,60,0.016666666666666666,0,0,0,0,0.9833333333333333
2020-11-23,Minnesota,128,0,0,0,0,0,1
2020-12-07,Minnesota,104,0.009615384615384616,0,0,0,0,0.9903846153846154
2020-12-21,Minnesota,488,0.014344262295081968,0,0.0020491803278688526,0,0,0.9836065573770492
2021-01-11,Minnesota,360,0.03611111111111111,0,0.002777777777777778,0,0,0.9611111111111111
2021-01-25,Minnesota,393,0.13994910941475827,0.007633587786259542,0,0,0,0.8524173027989822
2021-02-08,Minnesota,574,0.29965156794425085,0.003484320557491289,0,0,0,0.6968641114982579
2021-02-22,Minnesota,821,0.48964677222898906,0.008526187576126675,0,0,0,0.5018270401948843
2021-03-08,Minnesota,1785,0.492436974789916,0.007282913165266107,0.00392156862745098,0,0,0.49635854341736696
2021-03-22,Minnesota,5059,0.7003360347894841,0.00948804111484483,0.010081043684522633,5.930025696778019e-4,0,0.2795018778414706
2021-04-05,Minnesota,7009,0.7658724497075189,0.012697959766015123,0.010700527892709373,7.133685261806249e-4,0,0.210015694107576
2021-04-19,Minnesota,5741,0.794983452360216,0.010799512280090576,0.018637867967253093,0.0038320850026127853,0,0.1717470823898276
2021-05-03,Minnesota,2896,0.8011049723756906,0.006560773480662983,0.04454419889502762,0.007251381215469613,0,0.14053867403314924
2021-05-17,Minnesota,1321,0.7660862982588947,0.008327024981074944,0.06056018168054504,0.012869038607115822,0,0.15215745647236945
2021-05-31,Minnesota,407,0.6781326781326781,0.004914004914004914,0.09828009828009827,0.08108108108108109,0,0.13759213759213768
2021-06-14,Minnesota,313,0.3961661341853035,0,0.07348242811501597,0.46006389776357826,0,0.07028753993610222
2021-06-28,Minnesota,338,0.13609467455621302,0,0.04142011834319527,0.7899408284023669,0,0.03254437869822478
2021-07-12,Minnesota,1089,0.012855831037649219,0,0.014692378328741965,0.9614325068870524,0,0.011019283746556438
2021-07-26,Minnesota,3719,0.0016133369185264857,0,0.0056466792148427,0.9860177467061038,0,0.006722237160527043
2021-08-09,Minnesota,4715,2.1208907741251324e-4,0,0.003393425238600212,0.9955461293743372,0,8.483563096500666e-4
2021-08-23,Minnesota,4857,0,0,2.0588840848260242e-4,0.9987646695491044,0,0.0010294420424130308
2021-09-06,Minnesota,5629,3.553028957186001e-4,0,0,0.9985787884171256,0,0.0010659086871558365
2021-09-20,Minnesota,6211,0,0,0,0.9958138786024795,0,0.004186121397520504
2021-10-04,Minnesota,6449,0,0,0,0.9992246859978291,0,7.753140021709015e-4
2021-10-18,Minnesota,5664,0,0,0,0.9984110169491526,0,0.0015889830508474256
2021-11-01,Minnesota,7873,0,0,0,0.9975866886828401,0,0.0024133113171599385
2021-11-15,Minnesota,7714,0,0,0,0.9980554835364273,1.2963443090484831e-4,0.0018148820326678947
2021-11-29,Minnesota,8331,0,0,0,0.9867963029648301,0.012843596206937943,3.6010082823193824e-4
2021-12-13,Minnesota,2251,0,0,0,0.8436250555308752,0.15504220346512662,0.001332741003998189
2021-12-27,Minnesota,3660,0,0,0,0.2185792349726776,0.7811475409836065,2.732240437158806e-4
2022-01-10,Minnesota,4352,0,0,0,0.023207720588235295,0.9765625,2.2977941176471894e-4
2022-01-24,Minnesota,2934,0,0,0,0.003749147920927062,0.9962508520790729,0
2022-02-07,Minnesota,2770,0,0,0,0.0010830324909747292,0.9989169675090253,0
2022-02-21,Minnesota,863,0,0,0,0.005793742757821553,0.9942062572421785,0
2022-03-07,Minnesota,162,0,0,0,0,1,0
2020-04-27,Washington,417,0,0,0,0,0,1
2020-05-11,Washington,368,0,0,0,0,0,1
2020-05-25,Washington,732,0,0,0,0,0,1
2020-06-08,Washington,726,0,0,0,0,0,1
2020-06-22,Washington,403,0,0,0,0,0,1
2020-07-06,Washington,95,0,0,0,0,0,1
2020-07-20,Washington,112,0,0,0,0,0,1
2020-08-03,Washington,429,0,0,0,0,0,1
2020-08-17,Washington,74,0,0,0,0,0,1
2020-08-31,Washington,129,0,0,0,0,0,1
2020-09-14,Washington,56,0,0,0,0,0,1
2020-09-28,Washington,91,0,0,0,0,0,1
2020-10-12,Washington,141,0,0,0,0,0,1
2020-10-26,Washington,189,0,0,0,0,0,1
2020-11-09,Washington,354,0,0,0,0,0,1
2020-11-23,Washington,321,0.003115264797507788,0,0,0,0,0.9968847352024922
2020-12-07,Washington,352,0,0,0,0,0,1
2020-12-21,Washington,609,0.0016420361247947454,0,0,0,0,0.9983579638752053
2021-01-11,Washington,704,0.03409090909090909,0,0,0,0,0.9659090909090909
2021-01-25,Washington,1249,0.01521216973578863,8.006405124099279e-4,0.0016012810248198558,0,0,0.9823859087269816
2021-02-08,Washington,766,0.06919060052219321,0.0039164490861618795,0,0,0,0.926892950391645
2021-02-22,Washington,1335,0.08689138576779026,0.00299625468164794,0.0052434456928838954,0,0,0.9048689138576779
2021-03-08,Washington,1246,0.2576243980738363,0.008025682182985553,0.014446227929373997,0,0,0.7199036918138041
2021-03-22,Washington,2069,0.34461092315128083,0.008699855002416627,0.05751570807153214,4.833252779120348e-4,0,0.5886901884968583
2021-04-05,Washington,3944,0.4594320486815416,0.01191683569979716,0.10598377281947262,0.005070993914807302,0,0.4175963488843814
2021-04-19,Washington,4317,0.5890664813527913,0.02246930738939078,0.1141996757007181,0.015520037062775075,0,0.2587444984943248
2021-05-03,Washington,3069,0.6578690127077224,0.014988595633756924,0.12544802867383512,0.020853698273053112,0,0.1808406647116325
2021-05-17,Washington,1997,0.5408112168252378,0.012518778167250876,0.20931397095643464,0.08512769153730596,0,0.15222834251377074
2021-05-31,Washington,1418,0.4675599435825106,0.0028208744710860366,0.18899858956276447,0.1918194640338505,0,0.14880112834978834
2021-06-14,Washington,1212,0.37706270627062705,8.250825082508251e-4,0.12953795379537955,0.3844884488448845,0,0.108085808580858
2021-06-28,Washington,1279,0.13213448006254885,0.003127443315089914,0.06802189210320563,0.7474589523064894,0,0.049257232212666216
2021-07-12,Washington,2796,0.033261802575107295,0,0.02467811158798283,0.9095135908440629,0,0.03254649499284701
2021-07-26,Washington,4505,0.007547169811320755,0,0.0057713651498335185,0.9722530521642619,0,0.014428412874583785
2021-08-09,Washington,5587,0.0030427778772149634,0,0.0035797386790764273,0.9897977447646322,0,0.003579738679076383
2021-08-23,Washington,4108,4.868549172346641e-4,0,0.0021908471275559884,0.99634858812074,0,9.737098344693449e-4
2021-09-06,Washington,3927,5.092946269416857e-4,0,0,0.9969442322383499,0,0.002546473134708349
2021-09-20,Washington,3218,0,0,0,0.9990677439403356,0,9.322560596644047e-4
2021-10-04,Washington,2637,0,0,0,1,0,0
2021-10-18,Washington,2969,0,0,0,1,0,0
2021-11-01,Washington,2255,0,0,0,1,0,0
2021-11-15,Washington,2020,0,0,0,0.999009900990099,4.950495049504951e-4,4.950495049504959e-4
2021-11-29,Washington,3176,0,0,0,0.9052267002518891,0.09477329974811083,5.551115123125783e-17
2021-12-13,Washington,3521,0,0,0,0.297926725362113,0.7015052541891508,5.680204487362728e-4
2021-12-27,Washington,5942,0,0,0,0.041063614944463145,0.9589363850555369,-1.1102230246251565e-16
2022-01-10,Washington,4413,0,0,0,0.01291638341264446,0.9870836165873556,0
2022-01-24,Washington,2554,0,0,0,0.007047768206734534,0.9929522317932654,0
2022-02-07,Washington,3013,0,0,0,0,1,0
2022-02-21,Washington,1871,0,0,0,0.0016034206306787815,0.9983965793693212,0
2022-03-07,Washington,771,0,0,0,0,1,0
2020-04-27,Arizona,757,0,0,0,0,0,1
2020-05-11,Arizona,317,0,0,0,0,0,1
2020-05-25,Arizona,327,0,0,0,0,0,1
2020-06-08,Arizona,497,0,0,0,0,0,1
2020-06-22,Arizona,516,0,0,0,0,0,1
2020-07-06,Arizona,433,0,0,0,0,0,1
2020-07-20,Arizona,156,0,0,0,0,0,1
2020-08-03,Arizona,114,0,0,0,0,0,1
2020-08-17,Arizona,252,0,0,0,0,0,1
2020-08-31,Arizona,189,0,0,0,0,0,1
2020-09-14,Arizona,329,0,0,0,0,0,1
2020-09-28,Arizona,463,0,0,0,0,0,1
2020-10-12,Arizona,834,0,0,0,0,0,1
2020-10-26,Arizona,3123,6.404098623118795e-4,0,0,0,0,0.9993595901376882
2020-11-09,Arizona,701,0,0,0,0,0,1
2020-11-23,Arizona,200,0,0,0,0,0,1
2020-12-07,Arizona,358,0,0,0,0,0,1
2020-12-21,Arizona,1077,0.002785515320334262,0,0,0,0,0.9972144846796658
2021-01-11,Arizona,1744,0.0011467889908256881,0,0,0,0,0.9988532110091743
2021-01-25,Arizona,893,0.005599104143337066,0,0,0,0,0.9944008958566629
2021-02-08,Arizona,776,0.030927835051546393,0,0,0,0,0.9690721649484536
2021-02-22,Arizona,1161,0.050818260120585705,0.0017226528854435831,0.0034453057708871662,8.613264427217916e-4,0,0.9431524547803618
2021-03-08,Arizona,731,0.1600547195622435,0.0027359781121751026,0.009575923392612859,0.0013679890560875513,0,0.826265389876881
2021-03-22,Arizona,806,0.337468982630273,0.008684863523573201,0.028535980148883373,0,0,0.6253101736972704
2021-04-05,Arizona,1055,0.5886255924170616,0.013270142180094787,0.052132701421800945,9.478672985781991e-4,0,0.34502369668246446
2021-04-19,Arizona,795,0.6641509433962264,0.005031446540880503,0.09685534591194969,0.005031446540880503,0,0.22893081761006293
2021-05-03,Arizona,659,0.6403641881638846,0.01669195751138088,0.14871016691957512,0.02276176024279211,0,0.1714719271623673
2021-05-17,Arizona,417,0.6258992805755396,0.009592326139088728,0.1774580335731415,0.09112709832134293,0,0.0959232613908873
